Holdings details

Total World Stock ETF (VT)


Equity,as of 05/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,4169219,Carlsberg AS,CARLB,<0.01%,Brewers,DK,---,"$9,637,026.52","71,693"
,BRDVMB3,NEWMONT CORP-CDI,NEM,<0.01%,Gold,AU,CDI,"$9,625,249.02","87,611"
,BYYXJY9,Hydro One Ltd,H,<0.01%,Electric Utilities,CA,---,"$9,620,266.57","233,915"
,BR4T3B3,HubSpot Inc,HUBS,<0.01%,Application Software,US,---,"$9,612,849.10","43,570"
,B9895B7,Coca-Cola HBC AG,CCH,<0.01%,Soft Drinks & Non-alcoholic Beverages,GB,---,"$9,611,303.26","167,548"
,B734XQ4,Zhen Ding Technology Holding Ltd,4958,<0.01%,Electronic Components,TW,---,"$9,608,224.65","588,700"
,BL6P210,Eternal Ltd,ETERNAL,<0.01%,Restaurants,IN,---,"$9,601,212.67","3,643,047"
,B28DTJ6,Bureau Veritas SA,BVI,<0.01%,Research & Consulting Services,FR,---,"$9,595,381.99","317,231"
,6251028,SCREEN Holdings Co Ltd,7735,<0.01%,Semiconductor Materials & Equipment,JP,---,"$9,591,576.89","137,500"
,6658801,Olympus Corp,7733,<0.01%,Health Care Equipment,JP,---,"$9,591,516.36","856,100"
,2512149,Kratos Defense & Security Solutions Inc,KTOS,<0.01%,Aerospace & Defense,US,---,"$9,546,840.71","148,867"
,BD9PNF2,ASR Nederland NV,ASRNL,<0.01%,Multi-line Insurance,NL,---,"$9,525,201.63","127,243"
,2418601,Hecla Mining Co,HL,<0.01%,Silver,US,---,"$9,523,440.56","535,928"
,6821807,Washington H Soul Pattinson & Co Ltd,SOL,<0.01%,Multi-Sector Holdings,AU,---,"$9,519,684.40","304,604"
,6545464,Abu Dhabi Commercial Bank PJSC,ADCB,<0.01%,Diversified Banks,AE,---,"$9,513,924.35","2,535,487"
,BYT16L4,Orsted AS,ORSTED,<0.01%,Renewable Electricity,DK,---,"$9,485,691.69","372,199"
,2823885,Arca Continental SAB de CV,AC*,<0.01%,Soft Drinks & Non-alcoholic Beverages,MX,---,"$9,478,132.72","729,900"
,B1L95G3,Aker BP ASA,AKRBP,<0.01%,Oil & Gas Exploration & Production,NO,---,"$9,469,712.64","263,226"
,BNC23Q1,DigitalOcean Holdings Inc,DOCN,<0.01%,Internet Services & Infrastructure,US,---,"$9,467,724.50","60,710"
,2049175,Advanced Energy Industries Inc,AEIS,<0.01%,Electronic Equipment & Instruments,US,---,"$9,456,420.92","31,294"
,B8KH5G7,TMX Group Ltd,X,<0.01%,Financial Exchanges & Data,CA,---,"$9,452,946.48","252,613"
,2086309,Applied Industrial Technologies Inc,AIT,<0.01%,Trading Companies & Distributors,US,---,"$9,450,921.48","31,108"
,BYQKH33,Grasim Industries Ltd,GRASIM,<0.01%,Construction Materials,IN,---,"$9,438,958.04","287,362"
,6709099,Bank Rakyat Indonesia Persero Tbk PT,BBRI,<0.01%,Diversified Banks,ID,---,"$9,424,764.93","57,042,142"
,2961053,Skyworks Solutions Inc,SWKS,<0.01%,Semiconductors,US,---,"$9,421,095.60","121,016"
,6772217,Samsung Heavy Industries Co Ltd,010140,<0.01%,Construction Machinery & Heavy Transportation Equipment,KR,---,"$9,415,419.18","507,136"
,BJXMVK2,Tradeweb Markets Inc,TW,<0.01%,Financial Exchanges & Data,US,---,"$9,370,367.50","93,470"
,BQ7XXW6,AIR LIQUIDE SA - PF - 2028,---,<0.01%,Industrial Gases,FR,---,"$9,366,291.62","45,339"
,B5SG8Y4,Bizlink Holding Inc,3665,<0.01%,Electrical Components & Equipment,TW,---,"$9,362,003.97","144,150"
,BV9B624,Axia Energia SA,AXIA3,<0.01%,Electric Utilities,BR,---,"$9,313,916.08","896,138"
,6986041,Yaskawa Electric Corp,6506,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$9,282,157.01","205,863"
,BD97JW7,Yokohama Financial Group Inc,7186,<0.01%,Regional Banks,JP,---,"$9,273,448.47","909,979"
,B43WJC5,AltaGas Ltd,ALA,<0.01%,Gas Utilities,CA,---,"$9,265,594.13","238,099"
,6870564,Taiyo Yuden Co Ltd,6976,<0.01%,Electronic Components,JP,---,"$9,250,838.52","99,700"
,2159267,CACI International Inc,CACI,<0.01%,Research & Consulting Services,US,---,"$9,240,098.94","17,994"
,5473113,Bank Polska Kasa Opieki SA,PEO,<0.01%,Diversified Banks,PL,---,"$9,215,506.40","138,049"
,B1WY233,Smiths Group PLC,SMIN,<0.01%,Industrial Conglomerates,GB,---,"$9,206,406.99","278,858"
,BM8SKZ4,ACWA Power Co,ACWA,<0.01%,Independent Power Producers & Energy Traders,SA,---,"$9,168,821.24","187,070"
,6496681,Konami Group Corp,9766,<0.01%,Interactive Home Entertainment,JP,---,"$9,158,437.45","77,100"
,6431756,KGI Financial Holding Co Ltd,2883,<0.01%,Life & Health Insurance,TW,---,"$9,157,688.34","12,766,158"
,6700393,Uni-President Enterprises Corp,1216,<0.01%,Packaged Foods & Meats,TW,---,"$9,154,400.96","3,989,992"
,6155250,Samsung Fire & Marine Insurance Co Ltd,000810,<0.01%,Property & Casualty Insurance,KR,---,"$9,154,058.56","24,257"
,BRDY9L1,QXO Inc,QXO,<0.01%,Trading Companies & Distributors,US,---,"$9,146,191.50","530,214"
,B44ZV94,China Hongqiao Group Ltd,1378,<0.01%,Aluminum,HK,---,"$9,143,373.83","2,550,000"
,BSBND71,Yangtze Optical Fibre & Cable Joint Stock Ltd Co,6869,<0.01%,Communications Equipment,HK,---,"$9,096,819.32","315,500"
,3127489,Marks & Spencer Group PLC,MKS,<0.01%,Food Retail,GB,---,"$9,089,175.51","1,903,285"
,B0ZV104,Grupo Aeroportuario del Pacifico SAB de CV,GAPB,<0.01%,Airport Services,MX,---,"$9,076,447.00","385,380"
,6713982,Qatar Islamic Bank QPSC,QIBK,<0.01%,Diversified Banks,QA,---,"$9,066,154.73","1,446,450"
,2427986,Crown Holdings Inc,CCK,<0.01%,"Metal, Glass & Plastic Containers",US,---,"$9,044,865.32","95,129"
,6352493,King Yuan Electronics Co Ltd,2449,<0.01%,Semiconductors,TW,---,"$9,014,619.35","869,000"
,BMCNFN8,Applied Digital Corp,APLD,<0.01%,Internet Services & Infrastructure,US,---,"$9,011,709.84","190,603"
,B4TPSL0,Alchip Technologies Ltd,3661,<0.01%,Semiconductors,TW,---,"$8,995,006.77","64,882"
,BC9ZHL9,Rexford Industrial Realty Inc,REXR,<0.01%,Industrial REITs,US,---,"$8,956,813.46","252,518"
,BYXB201,Viavi Solutions Inc,VIAV,<0.01%,Communications Equipment,US,---,"$8,950,579.20","184,320"
,BSLQK57,Rubrik Inc,RBRK,<0.01%,Systems Software,US,---,"$8,941,724.97","113,719"
,2531832,Littelfuse Inc,LFUS,<0.01%,Electronic Components,US,---,"$8,931,689.97","19,131"
,BN7SX97,KE Holdings Inc,2423,<0.01%,Real Estate Services,HK,---,"$8,927,966.59","1,633,800"
,BPH0Y27,Aegon Ltd,AGN,<0.01%,Life & Health Insurance,NL,---,"$8,918,008.14","1,051,393"
,2208288,Cognex Corp,CGNX,<0.01%,Electronic Equipment & Instruments,US,---,"$8,913,521.85","135,361"
,B05BDX1,Hudbay Minerals Inc,HBM,<0.01%,Diversified Metals & Mining,CA,---,"$8,911,882.69","304,797"
,BQ1L7V3,SPX Technologies Inc,SPXC,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$8,908,842.54","41,119"
,6269861,Pan Pacific International Holdings Corp,7532,<0.01%,Broadline Retail,JP,---,"$8,907,048.38","1,621,200"
,B2Q5H56,China Pacific Insurance Group Co Ltd,2601,<0.01%,Multi-line Insurance,HK,---,"$8,880,984.47","2,212,400"
,6597584,Mitsui OSK Lines Ltd,9104,<0.01%,Marine Transportation,JP,---,"$8,854,761.70","257,617"
,BMCCXH5,D-Wave Quantum Inc,QBTS,<0.01%,Application Software,US,---,"$8,852,148.14","293,701"
,6747204,Rohm Co Ltd,6963,<0.01%,Semiconductors,JP,---,"$8,830,003.60","257,900"
,B02J639,Admiral Group PLC,ADM,<0.01%,Property & Casualty Insurance,GB,---,"$8,825,463.33","199,452"
,BPK3058,Samsara Inc,IOT,<0.01%,Application Software,US,---,"$8,816,605.25","251,975"
,0677608,Pearson PLC,PSON,<0.01%,Education Services,GB,---,"$8,803,639.40","592,263"
,2380443,Graco Inc,GGG,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$8,802,298.80","116,664"
,BMTQB43,Solventum Corp,SOLV,<0.01%,Health Care Supplies,US,---,"$8,798,380.50","117,390"
,2760669,Ryder System Inc,R,<0.01%,Cargo Ground Transportation,US,---,"$8,794,801.00","35,060"
,BQB8GH3,Nestle India Ltd,NEST,<0.01%,Packaged Foods & Meats,IN,---,"$8,792,876.62","587,992"
,BRJNZ47,AtkinsRealis Group Inc,ATRL,<0.01%,Construction & Engineering,CA,---,"$8,786,733.02","146,373"
,BK1KWG8,Bridgebio Pharma Inc,BBIO,<0.01%,Biotechnology,US,---,"$8,759,969.56","132,206"
,BNM73Q6,Accelleron Industries AG,ACLN,<0.01%,Heavy Electrical Equipment,CH,---,"$8,759,514.75","88,421"
,B1XGNW4,Insulet Corp,PODD,<0.01%,Health Care Equipment,US,---,"$8,749,158.16","60,364"
,B4Z9XF5,Coal India Ltd,COAL,<0.01%,Coal & Consumable Fuels,IN,---,"$8,747,244.43","1,815,529"
,BMZQ9C1,HF Sinclair Corp,DINO,<0.01%,Oil & Gas Refining & Marketing,US,---,"$8,742,330.43","125,087"
,6651048,Bank Mandiri Persero Tbk PT,BMRI,<0.01%,Diversified Banks,ID,---,"$8,713,126.30","38,157,564"
,3163836,Intertek Group PLC,ITRK,<0.01%,Research & Consulting Services,GB,---,"$8,705,098.96","122,480"
,6346913,LG Chem Ltd,051910,<0.01%,Commodity Chemicals,KR,---,"$8,694,947.52","35,690"
,6139362,Oil & Natural Gas Corp Ltd,ONGC,<0.01%,Integrated Oil & Gas,IN,---,"$8,693,843.24","3,111,307"
,2448200,Industrias Penoles SAB de CV,PE&OLES*,<0.01%,Precious Metals & Minerals,MX,---,"$8,686,952.77","149,363"
,5962309,Chocoladefabriken Lindt & Spruengli AG,LISN,<0.01%,Packaged Foods & Meats,CH,---,"$8,676,590.31",71
,6435327,Power Assets Holdings Ltd,6,<0.01%,Electric Utilities,HK,---,"$8,642,152.78","1,127,000"
,6451668,Largan Precision Co Ltd,3008,<0.01%,Electronic Components,TW,---,"$8,637,490.03","77,020"
,2051404,Arrow Electronics Inc,ARW,<0.01%,Technology Distributors,US,---,"$8,624,477.29","40,183"
,2048804,Pinnacle West Capital Corp,PNW,<0.01%,Electric Utilities,US,---,"$8,624,418.06","86,469"
,BFTDJL8,Brixmor Property Group Inc,BRX,<0.01%,Retail REITs,US,---,"$8,623,970.88","282,198"
,6309466,SBI Holdings Inc,8473,<0.01%,Investment Banking & Brokerage,JP,---,"$8,616,529.61","470,980"
,2849234,Stifel Financial Corp,SF,<0.01%,Investment Banking & Brokerage,US,---,"$8,611,403.55","122,757"
,2469193,Jack Henry & Associates Inc,JKHY,<0.01%,Transaction & Payment Processing Services,US,---,"$8,596,066.56","63,058"
,BFD2WR8,Antero Resources Corp,AR,<0.01%,Oil & Gas Exploration & Production,US,---,"$8,594,836.25","240,415"
,BYNJCV6,Samsung Biologics Co Ltd,207940,<0.01%,Life Sciences Tools & Services,KR,---,"$8,572,696.52","9,474"
,B142S60,Kuehne + Nagel International AG,KNIN,<0.01%,Marine Transportation,CH,---,"$8,565,789.26","37,163"
,6420129,CapitaLand Integrated Commercial Trust,CICT,<0.01%,Diversified REITs,SG,---,"$8,565,153.57","4,812,009"
,6642406,MINEBEA MITSUMI Inc,6479,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$8,560,427.89","298,884"
,B1FW7Q2,Owens Corning,OC,<0.01%,Building Products,US,---,"$8,558,653.86","68,023"
,B86QM90,Popular Inc,BPOP,<0.01%,Regional Banks,US,---,"$8,534,682.33","57,461"
,BF13K02,Sigma Healthcare Ltd,SIG,<0.01%,Health Care Distributors,AU,---,"$8,529,240.09","4,043,209"
,B13X013,Eiffage SA,FGR,<0.01%,Construction & Engineering,FR,---,"$8,521,831.74","58,882"
,6888794,KASIKORNBANK PCL-FOREIGN,KBANK/F,<0.01%,Diversified Banks,TH,---,"$8,509,280.18","1,378,535"
,BMW4CV8,Eicher Motors Ltd,EIM,<0.01%,Motorcycle Manufacturers,IN,---,"$8,509,194.37","112,689"
,2276467,Donaldson Co Inc,DCI,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$8,494,339.98","103,754"
,BP6NH40,Grab Holdings Ltd,GRAB,<0.01%,Passenger Ground Transportation,US,---,"$8,494,162.74","2,399,481"
,BLFJ7Y1,Akeso Inc,9926,<0.01%,Biotechnology,HK,---,"$8,488,347.92","562,000"
,B02L486,Mowi ASA,MOWI,<0.01%,Packaged Foods & Meats,NO,---,"$8,481,721.28","384,948"
,2718301,SOC QUIMICA Y MINERA CHILE-B,SQM/B,<0.01%,Specialty Chemicals,CL,---,"$8,471,261.29","98,947"
,BMGWW30,Nongfu Spring Co Ltd,9633,<0.01%,Soft Drinks & Non-alcoholic Beverages,HK,---,"$8,469,259.43","1,551,800"
,BDCG2C2,Aritzia Inc,ATZ,<0.01%,Apparel Retail,CA,---,"$8,440,594.49","75,172"
,B12LZW4,Riyad Bank,RIBL,<0.01%,Diversified Banks,SA,---,"$8,423,576.95","1,566,770"
,BYQBFJ8,Arrowhead Pharmaceuticals Inc,ARWR,<0.01%,Biotechnology,US,---,"$8,419,811.61","108,071"
,0946580,Weir Group PLC/The,WEIR,<0.01%,Industrial Machinery & Supplies & Components,GB,---,"$8,406,423.02","255,603"
,2166320,Camden Property Trust,CPT,<0.01%,Multi-Family Residential REITs,US,---,"$8,399,378.88","78,823"
,4002121,Bouygues SA,EN,<0.01%,Construction & Engineering,FR,---,"$8,378,089.67","143,184"
,BMDH249,Lumen Technologies Inc,LUMN,<0.01%,Alternative Carriers,US,---,"$8,377,072.55","762,245"
,BFX05H3,Absa Group Ltd,ABG,<0.01%,Diversified Banks,ZA,---,"$8,373,289.51","574,459"
,5579550,Fortum Oyj,FORTUM,<0.01%,Electric Utilities,FI,---,"$8,365,653.64","357,894"
,2298386,Eastman Chemical Co,EMN,<0.01%,Specialty Chemicals,US,---,"$8,364,439.89","110,247"
,BFYT7B7,Docusign Inc,DOCU,<0.01%,Application Software,US,---,"$8,357,822.72","159,136"
,BYX2YJ7,Encompass Health Corp,EHC,<0.01%,Health Care Facilities,US,---,"$8,340,239.05","78,793"
,B94G471,ICON PLC,ICLR,<0.01%,Life Sciences Tools & Services,US,---,"$8,339,049.95","61,285"
,BMZ1C83,ZTO Express Cayman Inc,2057,<0.01%,Air Freight & Logistics,HK,---,"$8,336,483.90","378,550"
,B8P4LP4,Xero Ltd,XRO,<0.01%,Application Software,AU,---,"$8,336,189.27","153,412"
,2041308,FNB Corp/PA,FNB,<0.01%,Regional Banks,US,---,"$8,320,130.40","475,980"
,B3SGMV5,Keyera Corp,KEY,<0.01%,Oil & Gas Storage & Transportation,CA,---,"$8,319,544.81","200,555"
,BGXQNP2,Standard Life PLC,SDLF,<0.01%,Life & Health Insurance,GB,---,"$8,309,715.60","798,683"
,2002479,AES Corp/The,AES,<0.01%,Independent Power Producers & Energy Traders,US,---,"$8,278,662.42","564,326"
,BP0QDP8,Belimo Holding AG,BEAN,<0.01%,Building Products,CH,---,"$8,264,756.88","7,830"
,2064253,Autoliv Inc,ALV,<0.01%,Automotive Parts & Equipment,US,---,"$8,245,765.92","64,866"
,6211732,Hanwha Ocean Co Ltd,042660,<0.01%,Construction Machinery & Heavy Transportation Equipment,KR,---,"$8,227,197.84","100,484"
,2206721,Coca-Cola Consolidated Inc,COKE,<0.01%,Soft Drinks & Non-alcoholic Beverages,US,---,"$8,221,013.74","47,449"
,B08YDF9,CP ALL PCL-FOREIGN,CPALL/F,<0.01%,Food Retail,TH,---,"$8,194,726.00","5,670,000"
,5641567,Carrefour SA,CA,<0.01%,Consumer Staples Merchandise Retail,FR,---,"$8,148,748.25","436,151"
,6410562,Harmony Gold Mining Co Ltd,HAR,<0.01%,Gold,ZA,---,"$8,144,381.46","445,205"
,BYYHJL8,AGNC Investment Corp,AGNC,<0.01%,Mortgage REITs,US,---,"$8,144,336.37","782,357"
,BYY0144,PRIO SA/Brazil,PRIO3,<0.01%,Oil & Gas Exploration & Production,BR,---,"$8,134,252.56","659,175"
,BLCF3J9,Essential Utilities Inc,WTRG,<0.01%,Water Utilities,US,---,"$8,130,666.67","220,403"
,2905794,United Bankshares Inc/WV,UBSI,<0.01%,Regional Banks,US,---,"$8,127,958.17","187,237"
,B1VZ431,AECOM,ACM,<0.01%,Construction & Engineering,US,---,"$8,121,770.23","117,079"
,BCF5RR9,American Homes 4 Rent,AMH,<0.01%,Single-Family Residential REITs,US,---,"$8,110,786.40","252,830"
,BP7RS59,Advanced Drainage Systems Inc,WMS,<0.01%,Building Products,US,---,"$8,102,312.68","58,223"
,2833583,First Majestic Silver Corp,AG,<0.01%,Silver,CA,---,"$8,067,780.86","381,959"
,BRS7681,SharkNinja Inc,SN,<0.01%,Household Appliances,US,---,"$8,067,167.76","66,184"
,BLFDXH8,Unity Software Inc,U,<0.01%,Application Software,US,---,"$8,062,666.70","264,610"
,2956662,George Weston Ltd,WN,<0.01%,Food Retail,CA,---,"$8,061,118.20","115,070"
,BNXKS92,Core & Main Inc,CNM,<0.01%,Trading Companies & Distributors,US,---,"$8,059,212.65","162,977"
,4732495,Telenor ASA,TEL,<0.01%,Integrated Telecommunication Services,NO,---,"$8,053,438.45","493,078"
,2009210,Alexandria Real Estate Equities Inc,ARE,<0.01%,Health Care REITs,US,---,"$8,044,732.08","161,931"
,BPR9XV6,NIO Inc,9866,<0.01%,Automobile Manufacturers,HK,---,"$8,022,475.70","1,423,777"
,7184725,Swatch Group AG/The,UHR,<0.01%,"Apparel, Accessories & Luxury Goods",CH,---,"$8,001,089.78","28,902"
,2601218,Moog Inc,MOG/A,<0.01%,Aerospace & Defense,US,---,"$7,992,773.88","22,204"
,B63DG21,Powszechny Zaklad Ubezpieczen SA,PZU,<0.01%,Multi-line Insurance,PL,---,"$7,989,887.25","449,922"
,BKDT649,GFL Environmental Inc,GFL,<0.01%,Environmental & Facilities Services,CA,---,"$7,973,873.09","237,639"
,BYQ0JC6,Beazley PLC,BEZ,<0.01%,Property & Casualty Insurance,GB,---,"$7,972,869.32","463,483"
,B7FNMQ2,Element Fleet Management Corp,EFN,<0.01%,Diversified Support Services,CA,---,"$7,965,453.18","399,766"
,BBBSBJ5,Cytokinetics Inc,CYTK,<0.01%,Biotechnology,US,---,"$7,956,634.56","103,656"
,BDCBC61,Medpace Holdings Inc,MEDP,<0.01%,Life Sciences Tools & Services,US,---,"$7,955,875.34","17,794"
,6436557,Hong Kong & China Gas Co Ltd,3,<0.01%,Gas Utilities,HK,---,"$7,950,836.10","8,696,365"
,2019479,BXP Inc,BXP,<0.01%,Office REITs,US,---,"$7,948,504.53","132,453"
,2946243,Viasat Inc,VSAT,<0.01%,Communications Equipment,US,---,"$7,947,035.88","98,574"
,BWFGD63,Tech Mahindra Ltd,TECHM,<0.01%,IT Consulting & Other Services,IN,---,"$7,943,787.27","507,773"
,2854238,Stantec Inc,STN,<0.01%,Construction & Engineering,CA,---,"$7,928,903.72","104,936"
,BZCNN35,Banco Comercial Portugues SA,BCP,<0.01%,Diversified Banks,PT,---,"$7,925,410.94","6,996,818"
,BTRD974,Embraer SA,EMBJ3,<0.01%,Aerospace & Defense,BR,---,"$7,921,964.89","544,600"
,B28XP76,Invesco Ltd,IVZ,<0.01%,Asset Management & Custody Banks,US,---,"$7,915,039.06","278,111"
,2797560,Service Corp International/US,SCI,<0.01%,Specialized Consumer Services,US,---,"$7,908,484.20","105,180"
,BKLNP13,Equinox Gold Corp,EQX,<0.01%,Gold,CA,---,"$7,884,013.49","578,154"
,2523334,Range Resources Corp,RRC,<0.01%,Oil & Gas Exploration & Production,US,---,"$7,876,975.35","202,233"
,2926825,Valmont Industries Inc,VMI,<0.01%,Construction & Engineering,US,---,"$7,852,769.67","15,107"
,2818461,Acuity Inc,AYI,<0.01%,Electrical Components & Equipment,US,---,"$7,844,072.99","25,709"
,BSTJWN0,Alteogen Inc,196170,<0.01%,Biotechnology,KR,---,"$7,832,919.49","32,023"
,BFPM3C8,Hyundai Rotem Co Ltd,064350,<0.01%,Construction Machinery & Heavy Transportation Equipment,KR,---,"$7,824,428.04","58,783"
,6533232,BlueScope Steel Ltd,BSL,<0.01%,Steel,AU,---,"$7,815,772.72","342,475"
,4651459,OMV AG,OMV,<0.01%,Integrated Oil & Gas,AT,---,"$7,799,691.35","108,389"
,4902384,Trelleborg AB,TRELB,<0.01%,Industrial Machinery & Supplies & Components,SE,---,"$7,777,988.13","178,531"
,6743956,Weichai Power Co Ltd,2338,<0.01%,Construction Machinery & Heavy Transportation Equipment,HK,---,"$7,752,747.18","1,459,400"
,BMW7F63,GLOBALFOUNDRIES Inc,GFS,<0.01%,Semiconductors,US,---,"$7,749,013.03","96,899"
,BZCNB42,Delivery Hero SE,DHER,<0.01%,Restaurants,DE,---,"$7,732,145.63","180,497"
,B39NWT3,Alinma Bank,ALINMA,<0.01%,Diversified Banks,SA,---,"$7,726,235.06","1,199,859"
,2085102,Baxter International Inc,BAX,<0.01%,Health Care Equipment,US,---,"$7,721,584.80","411,160"
,6580119,First Financial Holding Co Ltd,2892,<0.01%,Diversified Banks,TW,---,"$7,720,717.63","8,806,990"
,B03MP41,Aselsan Elektronik Sanayi Ve Ticaret AS,ASELS,<0.01%,Aerospace & Defense,TR,---,"$7,713,957.85","935,753"
,B01SD70,Domino's Pizza Inc,DPZ,<0.01%,Restaurants,US,---,"$7,709,837.92","24,824"
,B1FW751,Galp Energia SGPS SA,GALP,<0.01%,Integrated Oil & Gas,PT,---,"$7,674,746.47","352,173"
,4253048,AP Moller - Maersk A/S,MAERSKB,<0.01%,Marine Transportation,DK,---,"$7,659,947.32","3,085"
,7142091,Skanska AB,SKAB,<0.01%,Construction & Engineering,SE,---,"$7,637,287.24","282,288"
,BQKY081,Wise Group PLC,WISE,<0.01%,Transaction & Payment Processing Services,GB,---,"$7,625,153.12","608,669"
,BJ1C2K1,Element Solutions Inc,ESI,<0.01%,Specialty Chemicals,US,---,"$7,611,475.27","179,389"
,6459286,Infratil Ltd,IFT,<0.01%,Multi-Sector Holdings,NZ,---,"$7,610,380.37","808,685"
,2268130,AAON Inc,AAON,<0.01%,Building Products,US,---,"$7,593,792.80","54,164"
,B1YWPP8,Ensign Group Inc/The,ENSG,<0.01%,Health Care Facilities,US,---,"$7,585,491.90","45,246"
,B3FJBY3,Jentech Precision Industrial Co Ltd,3653,<0.01%,Semiconductors,TW,---,"$7,583,579.90","67,598"
,2288406,Flowserve Corp,FLS,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$7,579,165.23","100,373"
,2891826,FormFactor Inc,FORM,<0.01%,Semiconductor Materials & Equipment,US,---,"$7,576,816.26","60,814"
,B5367T7,Booz Allen Hamilton Holding Corp,BAH,<0.01%,Research & Consulting Services,US,---,"$7,571,112.42","95,619"
,BMB5YK5,H World Group Ltd,1179,<0.01%,"Hotels, Resorts & Cruise Lines",HK,---,"$7,568,604.43","1,690,670"
,BYZR4X4,Axsome Therapeutics Inc,AXSM,<0.01%,Pharmaceuticals,US,---,"$7,552,366.32","32,209"
,2339177,Finning International Inc,FTT,<0.01%,Trading Companies & Distributors,CA,---,"$7,538,841.30","99,812"
,B17MTL9,Home BancShares Inc/AR,HOMB,<0.01%,Regional Banks,US,---,"$7,526,838.72","281,272"
,BRTNNQ5,Medibank Pvt Ltd,MPL,<0.01%,Life & Health Insurance,AU,---,"$7,525,083.64","2,184,959"
,B235ZT9,Ecopro Co Ltd,086520,<0.01%,Electrical Components & Equipment,KR,---,"$7,522,289.82","81,398"
,BMW5M00,Li Auto Inc,2015,<0.01%,Automobile Manufacturers,HK,---,"$7,517,091.28","1,008,097"
,BD8FDD1,Trade Desk Inc/The,TTD,<0.01%,Advertising,US,---,"$7,506,480.52","348,167"
,BKX3XG2,Auckland International Airport Ltd,AIA,<0.01%,Airport Services,NZ,---,"$7,503,263.24","1,515,282"
,B0JQTJ0,Mitsubishi Chemical Group Corp,4188,<0.01%,Diversified Chemicals,JP,---,"$7,495,477.87","1,043,084"
,BD9F675,Riot Platforms Inc,RIOT,<0.01%,Application Software,US,---,"$7,487,375.35","276,185"
,6574101,Macronix International Co Ltd,2337,<0.01%,Semiconductors,TW,---,"$7,465,701.21","1,421,903"
,BLDDYB1,Chord Energy Corp,CHRD,<0.01%,Oil & Gas Exploration & Production,US,---,"$7,457,512.24","56,552"
,B50K3X8,Primerica Inc,PRI,<0.01%,Life & Health Insurance,US,---,"$7,446,042.57","27,581"
,6177878,Discovery Ltd,DSY,<0.01%,Life & Health Insurance,ZA,---,"$7,439,441.19","434,764"
